Brand,Country,Delivered.to.Client.Date,Delivery.Recorded.Date,Dosage,Dosage Form,Fulfill.Via,ID,Item.Description,Manufacturing.Site.Split,Po / So #,PO.Sent.to.Vendor.Date,PO.Sent.to.Vendor.Date (group),Pq #,PQ.First.Sent.to.Client.Date,PQ.First.Sent.to.Client.Date (group),PQ.First.Sent.to.Client.Date(group),Product.Group,Scheduled.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.INCO.Term,Vendor.Split,Freight.Cost (USD),Item.Throughput,Line.Item. Quantity,Line.Item.Insurance (USD),Line.Item.Value,Pack.Price,Unit.of.Measure (Per Pack),Unit.Price,Weight (Kilograms)
Generic,Zambia,19/02/2013,19/02/2013,600/200/300mg,Tablet.FDC,From RDC,8203,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-43451,N/A - From RDC,N/A - From RDC,FPQ-10728,10/5/2012,10/5/2012,2012,ARV,15/03/2013,Truck,Adult,N/A - From RDC,SCMS,6923.53,1003.8,30114,577.99,412260.66,13.69,30,0.46,1230
Generic,Zambia,15/04/2013,15/04/2013,600/200/300mg,Tablet.FDC,From RDC,8222,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-43450,N/A - From RDC,N/A - From RDC,FPQ-10728,10/5/2012,10/5/2012,2012,ARV,30/04/2013,Truck,Adult,N/A - From RDC,SCMS,33770.41,7501.166666667,225035,4319.18,3080729.15,13.69,30,0.46,25504
Generic,Zambia,5/11/2012,5/11/2012,600/200/300mg,Tablet.FDC,From RDC,9611,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-41994,N/A - From RDC,N/A - From RDC,FPQ-9773,4/27/2012,4/27/2012,2012,ARV,15/11/2012,Truck,Adult,N/A - From RDC,SCMS,10809.09,4433.333333333,133000,2681.38,1912540,14.38,30,0.48,15075
Generic,Zambia,30/07/2012,30/07/2012,600/200/300mg,Tablet.FDC,From RDC,7696,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-41291,N/A - From RDC,N/A - From RDC,FPQ-9081,12/22/2011,12/22/2011,2011,ARV,30/07/2012,Truck,Adult,N/A - From RDC,SCMS,13914.56,6333.333333333,190000,4006.36,2857600,15.04,30,0.5,21534
Generic,Zambia,7/09/2012,7/09/2012,600/200/300mg,Tablet.FDC,From RDC,7716,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-41700,N/A - From RDC,N/A - From RDC,FPQ-9472,3/8/2012,3/8/2012,2012,ARV,28/09/2012,Truck,Adult,N/A - From RDC,SCMS,7317.47,2000,60000,1265.16,902400,15.04,30,0.5,6801
Generic,Zambia,30/07/2012,30/07/2012,600/200/300mg,Tablet.FDC,From RDC,8167,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-41702,N/A - From RDC,N/A - From RDC,FPQ-9472,3/8/2012,3/8/2012,2012,ARV,23/08/2012,Truck,Adult,N/A - From RDC,SCMS,16040.39,6666.666666667,200000,4217.22,3008000,15.04,30,0.5,33909
Generic,Zambia,28/05/2012,28/05/2012,600/200/300mg,Tablet.FDC,From RDC,6773,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-40950,N/A - From RDC,N/A - From RDC,FPQ-8476,9/27/2011,9/27/2011,2011,ARV,1/06/2012,Truck,Adult,N/A - From RDC,SCMS,6079.27,5000,150000,4026.82,2440500,16.27,30,0.54,17001
Generic,Zambia,28/05/2012,28/05/2012,600/200/300mg,Tablet.FDC,From RDC,6774,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-41290,N/A - From RDC,N/A - From RDC,FPQ-9081,12/22/2011,12/22/2011,2011,ARV,15/06/2012,Truck,Adult,N/A - From RDC,SCMS,6079.27,333.333333333,10000,234.55,167300,16.73,30,0.56,1133
Generic,Zambia,16/04/2012,16/04/2012,600/200/300mg,Tablet.FDC,From RDC,9551,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-40954,N/A - From RDC,N/A - From RDC,FPQ-8476,9/27/2011,9/27/2011,2011,ARV,15/05/2012,Truck,Adult,N/A - From RDC,SCMS,8510.81,5000,150000,4140.68,2509500,16.73,30,0.56,17001
Generic,Zambia,5/04/2011,5/04/2011,600/200/300mg,Tablet.FDC,From RDC,7593,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-37420,N/A - From RDC,N/A - From RDC,FPQ-6319,9/1/2010,9/1/2010,2010,ARV,14/04/2011,Truck,Adult,N/A - From RDC,SCMS,4471.08,4006.666666667,120200,5162.29,2394384,19.92,30,0.66,13222
Generic,Zambia,5/08/2011,5/08/2011,600/200/300mg,Tablet.FDC,From RDC,8098,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Mylan,SO-38950,N/A - From RDC,N/A - From RDC,FPQ-6319,9/1/2010,9/1/2010,2010,ARV,14/04/2011,Truck,Adult,N/A - From RDC,SCMS,3949.18,438.466666667,13154,564.93,262027.68,19.92,30,0.66,1456
Generic,Zambia,25/07/2014,31/07/2014,600/300/300mg,Tablet.FDC,From RDC,6955,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-48030,N/A - From RDC,N/A - From RDC,FPQ-13679,2/2/2014,2/2/2014,2014,ARV,31/07/2014,Truck,Adult,N/A - From RDC,SCMS,13627.76,3744.466666667,112334,1244.87,1210960.52,10.78,30,0.36,14867
Generic,Zambia,15/05/2015,15/05/2015,600/300/300mg,Tablet.FDC,From RDC,8389,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-49622,N/A - From RDC,N/A - From RDC,FPQ-14784,8/12/2014,8/12/2014,2014,ARV,29/05/2015,Truck,Adult,N/A - From RDC,SCMS,80039.1,1433.333333333,43000,424.36,412800,9.6,30,0.32,68951
Generic,Zambia,25/07/2014,31/07/2014,600/300/300mg,Tablet.FDC,From RDC,6952,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-48031,N/A - From RDC,N/A - From RDC,FPQ-13679,2/2/2014,2/2/2014,2014,ARV,31/07/2014,Truck,Adult,N/A - From RDC,SCMS,8054.68,2123.2,63696,705.87,686642.88,10.78,30,0.36,8487
Generic,Zambia,23/07/2014,28/08/2014,600/300/300mg,Tablet.FDC,From RDC,9271,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-48000,N/A - From RDC,N/A - From RDC,FPQ-13692,2/6/2014,2/6/2014,2014,ARV,31/07/2014,Truck,Adult,N/A - From RDC,SCMS,67855.39,11750,352500,3906.35,3799950,10.78,30,0.36,82137
Generic,Zambia,13/07/2015,13/07/2015,600/300/300mg,Tablet.FDC,From RDC,7461,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-49623,N/A - From RDC,N/A - From RDC,FPQ-14784,8/12/2014,8/12/2014,2014,ARV,30/06/2015,Truck,Adult,N/A - From RDC,SCMS,23688.4,1427.066666667,42812,422.5,410995.2,9.6,30,0.32,4875
Generic,Zambia,10/04/2015,20/04/2015,600/300/300mg,Tablet.FDC,From RDC,9815,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-49621,N/A - From RDC,N/A - From RDC,FPQ-14784,8/12/2014,8/12/2014,2014,ARV,1/05/2015,Truck,Adult,N/A - From RDC,SCMS,78454.01,20030.2,600906,5930.22,5768697.6,9.6,30,0.32,67880
Generic,Zambia,15/11/2011,15/11/2011,200/300mg,Tablet.FDC,From RDC,7639,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Aurobindo,SO-40730,N/A - From RDC,N/A - From RDC,FPQ-8383,9/11/2011,9/11/2011,2011,ARV,3/11/2011,Truck,Adult,N/A - From RDC,SCMS,9346.8,868.666666667,26060,385.7,233758.2,8.97,30,0.3,2409
Generic,Zambia,5/10/2012,5/10/2012,200/300mg,Tablet.FDC,From RDC,6811,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-41992,N/A - From RDC,N/A - From RDC,FPQ-9773,4/27/2012,4/27/2012,2012,ARV,10/10/2012,Truck,Adult,N/A - From RDC,SCMS,34356.26,5594.166666667,167825,1550.57,1105966.75,6.59,30,0.22,26199
Generic,Zambia,7/09/2012,7/09/2012,200/300mg,Tablet.FDC,From RDC,7261,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-41703,N/A - From RDC,N/A - From RDC,FPQ-9472,3/8/2012,3/8/2012,2012,ARV,24/09/2012,Truck,Adult,N/A - From RDC,SCMS,7317.47,3572.5,107175,1068.34,762014.25,7.11,30,0.24,8709
Generic,Zambia,18/06/2012,18/06/2012,200/300mg,Tablet.FDC,From RDC,10073,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-41701,N/A - From RDC,N/A - From RDC,FPQ-9472,3/8/2012,3/8/2012,2012,ARV,23/08/2012,Truck,Adult,N/A - From RDC,SCMS,4496.13,313.333333333,9400,105.96,75576,8.04,30,0.27,796
Generic,Zambia,23/12/2011,23/12/2011,200/300mg,Tablet.FDC,From RDC,8583,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-40740,N/A - From RDC,N/A - From RDC,FPQ-8383,9/11/2011,9/11/2011,2011,ARV,19/01/2012,Truck,Adult,N/A - From RDC,SCMS,14325.71,3797.5,113925,1686.15,1021907.25,8.97,30,0.3,9875
Generic,Zambia,4/11/2011,4/11/2011,200/300mg,Tablet.FDC,From RDC,10016,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-40741,N/A - From RDC,N/A - From RDC,FPQ-8383,9/11/2011,9/11/2011,2011,ARV,19/01/2012,Truck,Adult,N/A - From RDC,SCMS,2882.6,333.833333333,10015,148.23,89834.55,8.97,30,0.3,819
Generic,Zambia,28/11/2011,28/11/2011,200/300mg,Tablet.FDC,From RDC,10021,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-40742,N/A - From RDC,N/A - From RDC,FPQ-8383,9/11/2011,9/11/2011,2011,ARV,19/01/2012,Truck,Adult,N/A - From RDC,SCMS,6968.97,1666.666666667,50000,740.02,448500,8.97,30,0.3,4155
Generic,Zambia,23/12/2011,23/12/2011,200/300mg,Tablet.FDC,From RDC,7192,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-40951,N/A - From RDC,N/A - From RDC,FPQ-8476,9/27/2011,9/27/2011,2011,ARV,15/05/2012,Truck,Adult,N/A - From RDC,SCMS,14325.71,2202.5,66075,977.94,592692.75,8.97,30,0.3,5727
Generic,Zambia,27/02/2012,27/02/2012,200/300mg,Tablet.FDC,From RDC,9053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-40952,N/A - From RDC,N/A - From RDC,FPQ-8476,9/27/2011,9/27/2011,2011,ARV,15/05/2012,Truck,Adult,N/A - From RDC,SCMS,5447.21,1828.333333333,54850,811.81,492004.5,8.97,30,0.3,2236
Generic,Zambia,26/09/2011,26/09/2011,200/300mg,Tablet.FDC,From RDC,8563,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-39030,N/A - From RDC,N/A - From RDC,FPQ-7233,3/1/2011,3/1/2011,2011,ARV,26/09/2011,Truck,Adult,N/A - From RDC,SCMS,21077.51,5666.166666667,169985,2748.66,1665853,9.8,30,0.33,18994
Generic,Zambia,25/02/2011,25/02/2011,200/300mg,Tablet.FDC,From RDC,8054,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-38110,N/A - From RDC,N/A - From RDC,FPQ-6221,8/20/2010,8/20/2010,2010,ARV,10/03/2011,Truck,Adult,N/A - From RDC,SCMS,16482.05,4333.266666667,129998,3060.61,1419578.16,10.92,30,0.36,11115
Generic,Zambia,7/03/2011,7/03/2011,200/300mg,Tablet.FDC,From RDC,8053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-37350,N/A - From RDC,N/A - From RDC,FPQ-6222,8/20/2010,8/20/2010,2010,ARV,31/03/2011,Truck,Adult,N/A - From RDC,SCMS,34543.36,6666.666666667,200000,4708.7,2184000,10.92,30,0.36,43128
Generic,Zambia,12/10/2010,12/10/2010,200/300mg,Tablet.FDC,From RDC,6655,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-36841,N/A - From RDC,N/A - From RDC,FPQ-5702,5/20/2010,5/20/2010,2010,ARV,4/11/2010,Truck,Adult,N/A - From RDC,SCMS,16981.15,4685.133333333,140554,3560.65,1651509.5,11.75,30,0.39,16961
Generic,Zambia,10/12/2010,10/12/2010,200/300mg,Tablet.FDC,From RDC,7571,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Mylan,SO-37340,N/A - From RDC,N/A - From RDC,FPQ-6221,8/20/2010,8/20/2010,2010,ARV,15/11/2010,Truck,Adult,N/A - From RDC,SCMS,31373.1,7333.4,220002,5573.31,2585023.5,11.75,30,0.39,20364
Generic,Zambia,23/09/2014,17/10/2014,300/300mg,Tablet.FDC,From RDC,8330,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-47200,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,29/08/2014,Truck,Adult,N/A - From RDC,SCMS,1966.09,593.366666667,17801,84.73,82418.63,4.63,30,0.15,1667
Generic,Zambia,4/07/2014,8/09/2014,300/300mg,Tablet.FDC,From RDC,9758,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Aurobindo,SO-48020,N/A - From RDC,N/A - From RDC,FPQ-13679,2/2/2014,2/2/2014,2014,ARV,30/06/2014,Truck,Adult,N/A - From RDC,SCMS,5236.92,981.333333333,29440,142.24,138368,4.7,30,0.16,2438
Generic,Zambia,23/09/2014,6/10/2014,300/300mg,Tablet.FDC,From RDC,8347,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Cipla,SO-47206,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,29/08/2014,Truck,Adult,N/A - From RDC,SCMS,1335.02,468.5,14055,66.9,65074.65,4.63,30,0.15,1406
Generic,Zambia,4/09/2014,6/10/2014,300/300mg,Tablet.FDC,From RDC,6947,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Cipla,SO-47204,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,29/08/2014,Truck,Adult,N/A - From RDC,SCMS,16468.54,717.633333333,21529,104.02,101186.3,4.7,30,0.16,9530
Generic,Zambia,19/11/2014,24/11/2014,300/300mg,Tablet.FDC,From RDC,9790,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-47209,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,31/10/2014,Truck,Adult,N/A - From RDC,SCMS,6700.42,677.566666667,20327,96.54,93910.74,4.62,30,0.15,2130
Generic,Zambia,19/02/2015,20/02/2015,300/300mg,Tablet.FDC,From RDC,10282,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-47208,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,30/01/2015,Truck,Adult,N/A - From RDC,SCMS,2201.74,614.9,18447,87.61,85225.14,4.62,30,0.15,1906
Generic,Zambia,6/06/2014,19/06/2014,300/300mg,Tablet.FDC,From RDC,7854,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Hetero,SO-47203,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,30/05/2014,Truck,Adult,N/A - From RDC,SCMS,29971.59,5543.166666667,166295,793.21,771608.8,4.64,30,0.15,17177
Generic,Zambia,3/12/2009,3/12/2009,300/300mg,Tablet.FDC,From RDC,7483,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Mylan,SO-34600,N/A - From RDC,N/A - From RDC,FPQ-4035,8/5/2009,2009,2009,ARV,30/11/2009,Truck,Adult,N/A - From RDC,SCMS,8104.79,3666.666666667,110000,2156,1100000,10,30,0.33,9221
Generic,Zambia,2/10/2014,22/10/2014,300/300mg,Tablet.FDC,From RDC,8833,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Ranbaxy,SO-47207,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,30/09/2014,Truck,Adult,N/A - From RDC,SCMS,1157.78,384.533333333,11536,55.74,54219.2,4.7,30,0.16,1046
Generic,Zambia,19/05/2014,12/06/2014,300/300mg,Tablet.FDC,From RDC,8318,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Ranbaxy,SO-47201,N/A - From RDC,N/A - From RDC,FPQ-13221,10/31/2013,10/31/2013,2013,ARV,6/05/2014,Truck,Adult,N/A - From RDC,SCMS,19564.23,930,27900,133.08,129456,4.64,30,0.15,17018
Generic,Zimbabwe,4/02/2015,16/02/2015,600/300mg,Tablet.FDC,From RDC,9295,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Cipla,SO-48490,N/A - From RDC,N/A - From RDC,FPQ-13991,4/1/2014,4/1/2014,2014,ARV,16/02/2015,Truck,Adult,N/A - From RDC,SCMS,1955.17,663.766666667,19913,276.15,268626.37,13.49,30,0.45,1828
Generic,Zimbabwe,17/03/2015,19/03/2015,600/300mg,Tablet.FDC,From RDC,7915,"Abacavir/Lamivudine 600/300mg, tablets, 30 Tabs",Mylan,SO-48491,N/A - From RDC,N/A - From RDC,FPQ-13991,4/1/2014,4/1/2014,2014,ARV,30/04/2015,Truck,Adult,N/A - From RDC,SCMS,129.75,36.233333333,1087,14.69,14294.05,13.15,30,0.44,102
Generic,Zimbabwe,23/03/2013,23/03/2013,600/300mg,Tablet.FDC,From RDC,7300,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Mylan,SO-43240,N/A - From RDC,N/A - From RDC,FPQ-10674,9/18/2012,9/18/2012,2012,ARV,30/03/2013,Truck,Adult,N/A - From RDC,SCMS,1100,9,270,5.28,3769.2,13.96,30,0.47,18
Generic,Zimbabwe,23/03/2013,23/03/2013,600/300mg,Tablet.FDC,From RDC,9137,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Mylan,SO-43250,N/A - From RDC,N/A - From RDC,FPQ-10674,9/18/2012,9/18/2012,2012,ARV,29/03/2013,Truck,Adult,N/A - From RDC,SCMS,1600,27,810,15.85,11307.6,13.96,30,0.47,52
Generic,Zimbabwe,17/03/2015,18/03/2015,600/300/300mg,Tablet.FDC,From RDC,7912,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-50000,N/A - From RDC,N/A - From RDC,FPQ-15196,10/16/2014,10/16/2014,2014,ARV,30/04/2015,Truck,Adult,N/A - From RDC,SCMS,23559.93,2719.633333333,81589,921.89,783254.4,9.6,30,0.32,21668
Generic,Zimbabwe,10/02/2014,19/03/2014,600/300/300mg,Tablet.FDC,From RDC,6911,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-45110,N/A - From RDC,N/A - From RDC,FPQ-12085,4/19/2013,4/19/2013,2013,ARV,31/01/2014,Truck,Adult,N/A - From RDC,SCMS,15847.18,3000,90000,1171.19,946800,10.52,30,0.35,24375
Generic,Zimbabwe,30/05/2014,23/06/2014,600/300/300mg,Tablet.FDC,From RDC,8798,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-46650,N/A - From RDC,N/A - From RDC,FPQ-12950,9/10/2013,9/10/2013,2013,ARV,30/05/2014,Truck,Adult,N/A - From RDC,SCMS,15873.95,7500,225000,3000.34,2425500,10.78,30,0.36,37973
Generic,Zimbabwe,21/03/2014,17/04/2014,600/300/300mg,Tablet.FDC,From RDC,7387,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Aurobindo,SO-46620,N/A - From RDC,N/A - From RDC,FPQ-12950,9/10/2013,9/10/2013,2013,ARV,6/05/2014,Truck,Adult,N/A - From RDC,SCMS,64802.96,299.233333333,8977,123.82,100093.55,11.15,30,0.37,65471
Generic,Zimbabwe,6/02/2015,6/02/2015,600/300/300mg,Tablet.FDC,From RDC,8377,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-49170,N/A - From RDC,N/A - From RDC,FPQ-14458,6/13/2014,6/13/2014,2014,ARV,6/03/2015,Truck,Adult,N/A - From RDC,SCMS,77960.08,13333.333333333,400000,4013.31,3904000,9.76,30,0.33,75284
Generic,Zimbabwe,20/09/2013,20/09/2013,600/300/300mg,Tablet.FDC,From RDC,8255,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-44270,N/A - From RDC,N/A - From RDC,FPQ-11477,1/16/2013,1/16/2013,2013,ARV,20/09/2013,Truck,Adult,N/A - From RDC,SCMS,4529.65,1989.333333333,59680,776.63,627833.6,10.52,30,0.35,7831
Generic,Zimbabwe,2/06/2014,6/06/2014,600/300/300mg,Tablet.FDC,From RDC,6937,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-46652,N/A - From RDC,N/A - From RDC,FPQ-12950,9/10/2013,9/10/2013,2013,ARV,30/05/2014,Truck,Adult,N/A - From RDC,SCMS,74740.8,2922.233333333,87667,1169.03,945050.26,10.78,30,0.36,11717
Generic,Zimbabwe,30/05/2014,23/06/2014,600/300/300mg,Tablet.FDC,From RDC,9752,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-47360,N/A - From RDC,N/A - From RDC,FPQ-13348,12/3/2013,12/3/2013,2013,ARV,31/07/2014,Truck,Adult,N/A - From RDC,SCMS,33707.41,4430.866666667,132926,1523.62,1482124.9,11.15,30,0.37,17791
Generic,Zimbabwe,25/11/2013,9/12/2013,600/300/300mg,Tablet.FDC,From RDC,9694,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Hetero,SO-45340,N/A - From RDC,N/A - From RDC,FPQ-12260,5/6/2013,5/6/2013,2013,ARV,30/11/2013,Truck,Adult,N/A - From RDC,SCMS,10942.89,1256.533333333,37696,519.92,420310.4,11.15,30,0.37,5093
Generic,Zimbabwe,17/03/2015,18/03/2015,600/300/300mg,Tablet.FDC,From RDC,9304,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-49160,N/A - From RDC,N/A - From RDC,FPQ-14458,6/13/2014,6/13/2014,2014,ARV,31/03/2015,Truck,Adult,N/A - From RDC,SCMS,42077.59,11200,336000,3315.92,3225600,9.6,30,0.32,37955
Generic,Zimbabwe,10/02/2015,20/02/2015,600/300/300mg,Tablet.FDC,From RDC,7909,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-49150,N/A - From RDC,N/A - From RDC,FPQ-14458,6/13/2014,6/13/2014,2014,ARV,9/02/2015,Truck,Adult,N/A - From RDC,SCMS,47401.47,13333.333333333,400000,4013.31,3904000,9.76,30,0.33,45186
Generic,Zimbabwe,30/10/2014,7/11/2014,600/300/300mg,Tablet.FDC,From RDC,6988,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-49171,N/A - From RDC,N/A - From RDC,FPQ-14458,6/13/2014,6/13/2014,2014,ARV,31/01/2015,Truck,Adult,N/A - From RDC,SCMS,24309.72,3338.9,100167,1055.46,1026711.75,10.25,30,0.34,21570
Generic,Zimbabwe,9/10/2013,18/10/2013,600/300/300mg,Tablet.FDC,From RDC,6890,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-43560,N/A - From RDC,N/A - From RDC,FPQ-10895,10/25/2012,10/25/2012,2012,ARV,30/09/2013,Truck,Adult,N/A - From RDC,SCMS,21108.57,672,20160,278.06,224784,11.15,30,0.37,22074
Generic,Zimbabwe,25/11/2013,9/12/2013,600/300/300mg,Tablet.FDC,From RDC,10205,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-43550,N/A - From RDC,N/A - From RDC,FPQ-10895,10/25/2012,10/25/2012,2012,ARV,30/11/2013,Truck,Adult,N/A - From RDC,SCMS,10942.88,672,20160,278.06,224784,11.15,30,0.37,2277
Generic,Zimbabwe,13/04/2013,13/04/2013,600/300/300mg,Tablet.FDC,From RDC,6856,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-44271,N/A - From RDC,N/A - From RDC,FPQ-11477,1/16/2013,1/16/2013,2013,ARV,31/07/2013,Truck,Adult,N/A - From RDC,SCMS,29733.53,1344,40320,604,488275.2,12.11,30,0.4,4536
Generic,Zimbabwe,14/03/2013,14/03/2013,600/300/300mg,Tablet.FDC,From RDC,6844,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-43540,N/A - From RDC,N/A - From RDC,FPQ-10895,10/25/2012,10/25/2012,2012,ARV,15/03/2013,Truck,Adult,N/A - From RDC,SCMS,9405.81,672,20160,302,244137.6,12.11,30,0.4,2268
Generic,Zimbabwe,14/03/2013,14/03/2013,600/300/300mg,Tablet.FDC,From RDC,6853,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Mylan,SO-43571,N/A - From RDC,N/A - From RDC,FPQ-10895,10/25/2012,10/25/2012,2012,ARV,31/07/2013,Truck,Adult,N/A - From RDC,SCMS,9405.81,672,20160,302,244137.6,12.11,30,0.4,2266
