,PO / SO #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Days to Deliver
9297,SO-49170,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-13,N/A - From RDC,2015-03-06,2015-02-06,2015-02-06,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,150468,1468567.68,9.76,0.33,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,1509.69,238 days 00:00:00.000000000
9298,SO-49170,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-13,N/A - From RDC,2015-03-06,2015-02-06,2015-02-06,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,74346,725616.96,9.76,0.33,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,745.93,238 days 00:00:00.000000000
9299,SO-48432,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-02,N/A - From RDC,2015-02-16,2015-02-04,2015-02-16,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,203160,761850.0,3.75,0.06,Mylan (formerly Matrix) Nashik,Yes,11353.0,12654.78,783.18,308 days 00:00:00.000000000
9300,SO-49282,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2014-07-11,N/A - From RDC,2015-02-27,2015-02-19,2015-02-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,38151,83169.18,2.18,0.04,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,85.5,223 days 00:00:00.000000000
9301,SO-48890,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-04-25,N/A - From RDC,2015-03-02,2015-02-05,2015-02-10,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,213502,1648235.44,7.72,0.13,"Cipla, Goa, India",Yes,31271.0,62693.85,1694.39,286 days 00:00:00.000000000
9302,SO-50881,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-04-25,N/A - From RDC,2015-03-02,2015-02-05,2015-02-10,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,14648,80564.0,5.5,0.09,"Cipla, Goa, India",Yes,1023.0,2244.2,82.82,286 days 00:00:00.000000000
9303,SO-50131,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-17,N/A - From RDC,2015-03-31,2015-04-10,2015-04-20,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1400,3052.0,2.18,0.04,"Strides, Bangalore, India.",Yes,4355.0,3644.18,3.59,175 days 00:00:00.000000000
9304,SO-49160,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-06-13,N/A - From RDC,2015-03-31,2015-03-17,2015-03-18,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,336000,3225600.0,9.6,0.32,Mylan (formerly Matrix) Nashik,Yes,37955.0,42077.59,3315.92,277 days 00:00:00.000000000
9305,SO-50270,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-11-19,N/A - From RDC,2015-02-27,2015-02-28,2015-03-05,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,325,646.75,1.99,0.03,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,0.76,101 days 00:00:00.000000000
9306,SO-48810,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-04-22,N/A - From RDC,2015-03-31,2015-03-24,2015-03-24,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,13653,62667.27,4.59,0.15,"Cipla, Kurkumbh, India",No,4306.83476898982,11462.107118413907,64.42,336 days 00:00:00.000000000
9307,SO-49054,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-05-23,N/A - From RDC,2015-03-31,2015-03-26,2015-03-30,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1764,6262.2,3.55,0.12,Mylan (formerly Matrix) Nashik,Yes,110.0,707.7,6.44,307 days 00:00:00.000000000
9308,SO-49685,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-08-13,N/A - From RDC,2015-02-28,2015-03-10,2015-03-17,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,128500,1233600.0,9.6,0.32,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,1268.14,209 days 00:00:00.000000000
9309,SO-50280,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-11-19,N/A - From RDC,2015-05-29,2015-03-25,2015-03-30,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,240,1101.6,4.59,0.15,Ranbaxy per Shasun Pharma,No,4306.83476898982,11462.107118413907,1.3,126 days 00:00:00.000000000
9310,SO-49700,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-08-13,N/A - From RDC,2015-04-15,2015-03-18,2015-03-20,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,41943,781817.52,18.64,0.16,ABBVIE Ludwigshafen Germany,Yes,10322.0,14266.13,803.71,217 days 00:00:00.000000000
9311,SO-51091,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-08-13,N/A - From RDC,2015-04-30,2015-03-20,2015-03-30,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,156995,1212001.4,7.72,0.13,"Strides, Bangalore, India.",Yes,32219.0,50569.84,1245.94,219 days 00:00:00.000000000
9312,SO-51091,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-08-13,N/A - From RDC,2015-04-30,2015-03-20,2015-03-30,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,91500,706380.0,7.72,0.13,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,726.16,219 days 00:00:00.000000000
9313,SO-51110,Swaziland,PMO - US,From RDC,N/A - From RDC,Truck,2015-02-26,N/A - From RDC,2015-04-06,2015-03-26,2015-03-26,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,65000,649350.0,9.99,0.33,Mylan (formerly Matrix) Nashik,Yes,7403.0,4971.05,764.28,28 days 00:00:00.000000000
9314,SO-50890,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,2015-01-26,N/A - From RDC,2015-07-01,2015-07-13,2015-07-13,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, scored tablets, 90 Tabs",Efavirenz,Generic,200mg,Tablet,90,300,2790.0,9.3,0.1,"Strides, Bangalore, India.",Yes,266.0,4147.79,3.28,168 days 00:00:00.000000000
9315,SO-49720,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-08-21,N/A - From RDC,2015-05-15,2015-05-15,2015-05-15,ARV,Adult,SCMS from RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,30120,569268.0,18.9,0.16,ABBVIE Ludwigshafen Germany,Yes,6697.0,3995.94,585.21,267 days 00:00:00.000000000
9316,SO-50711,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-22,N/A - From RDC,2015-04-06,2015-04-20,2015-04-20,ARV,Pediatric,SCMS from RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,Oral solution,240,2966,20257.78,6.83,0.03,"Aurobindo Unit III, India",Yes,1067.0,6310.4,23.84,119 days 00:00:00.000000000
9317,SO-50290,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-11-19,N/A - From RDC,2015-06-30,2015-04-22,2015-04-23,ARV,Pediatric,SCMS from RDC,"Lamivudine/Zidovudine 30/60mg, dispersible tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,30/60mg,Chewable/dispersible tablet - FDC,60,164,314.88,1.92,0.03,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,0.37,154 days 00:00:00.000000000
9318,SO-50290,Burundi,PMO - US,From RDC,N/A - From RDC,Air,2014-11-19,N/A - From RDC,2015-06-30,2015-04-22,2015-04-23,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,240,1101.6,4.59,0.15,Ranbaxy per Shasun Pharma,No,4306.83476898982,11462.107118413907,1.3,154 days 00:00:00.000000000
9319,SO-50080,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-03,N/A - From RDC,2015-04-30,2015-04-22,2015-04-24,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,101900,978240.0,9.6,0.32,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,1151.39,170 days 00:00:00.000000000
9320,SO-50050,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,2014-11-03,N/A - From RDC,2015-06-15,2015-05-14,2015-05-15,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,79258,172782.44,2.18,0.04,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,203.36,192 days 00:00:00.000000000
9321,SO-49932,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-19,N/A - From RDC,2015-06-30,2015-04-15,2015-04-20,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,68072,653491.2,9.6,0.32,Hetero Unit III Hyderabad IN,Yes,8799.0,15880.0,671.79,208 days 00:00:00.000000000
9322,SO-50500,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-17,N/A - From RDC,2015-05-29,2015-06-15,2015-06-15,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,960,3408.0,3.55,0.12,Hetero Unit III Hyderabad IN,Yes,76.0,137.4,4.01,241 days 00:00:00.000000000
9323,SO-50010,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-16,N/A - From RDC,2015-04-30,2015-04-30,2015-04-30,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,149944,539798.4,3.6,0.06,"Mylan,  H-12 & H-13, India",No,4306.83476898982,11462.107118413907,635.34,196 days 00:00:00.000000000
9324,SO-49938,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-19,N/A - From RDC,2015-06-30,2015-04-15,2015-04-20,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,50000,386000.0,7.72,0.13,"Strides, Bangalore, India.",Yes,6201.0,12082.0,396.81,208 days 00:00:00.000000000
9325,SO-50490,Mozambique,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-17,N/A - From RDC,2015-06-30,2015-06-09,2015-06-15,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,600,2130.0,3.55,0.12,Hetero Unit III Hyderabad IN,No,4306.83476898982,11462.107118413907,2.51,235 days 00:00:00.000000000
9326,SO-50100,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-24,N/A - From RDC,2015-06-19,2015-06-08,2015-06-19,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,45204,141036.48,3.12,0.1,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,166.0,227 days 00:00:00.000000000
9327,SO-50100,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,2014-10-24,N/A - From RDC,2015-06-19,2015-06-08,2015-06-19,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,148037,1142845.64,7.72,0.13,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,1345.13,227 days 00:00:00.000000000
9328,SO-49935,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-19,N/A - From RDC,2015-06-30,2015-04-28,2015-04-29,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,234519,1810486.68,7.72,0.13,"Cipla, Goa, India",Yes,51833.0,107573.94,1861.18,221 days 00:00:00.000000000
9329,SO-50720,Rwanda,PMO - US,From RDC,N/A - From RDC,Truck,2014-12-22,N/A - From RDC,2015-06-30,2015-06-17,2015-06-29,ARV,Adult,SCMS from RDC,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,294399,2826230.4,9.6,0.32,Mylan (formerly Matrix) Nashik,Yes,33500.0,11462.107118413907,3326.47,177 days 00:00:00.000000000
9330,SO-51427,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2014-09-19,N/A - From RDC,2015-06-30,2015-06-02,2015-06-17,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,88995,687041.4,7.72,0.13,"Cipla, Goa, India",No,4306.83476898982,11462.107118413907,706.28,256 days 00:00:00.000000000
9331,SO-51460,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,2015-05-14,N/A - From RDC,2015-06-25,2015-06-19,2015-06-23,ARV,Pediatric,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,4471,16095.6,3.6,0.06,"Strides, Bangalore, India.",No,4306.83476898982,11462.107118413907,18.94,36 days 00:00:00.000000000
9332,SO-51540,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2015-05-27,N/A - From RDC,2015-08-18,2015-08-06,2015-08-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,8998,72973.78,8.11,0.14,"Hetero, Jadcherla, unit 5, IN",No,4306.83476898982,11462.107118413907,85.89,71 days 00:00:00.000000000
9333,SO-51550,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,2015-05-27,N/A - From RDC,2015-09-30,2015-08-03,2015-08-11,ARV,Pediatric,SCMS from RDC,"Abacavir/Lamivudine 60/30mg, dispersible tablets, 60 Tabs",Abacavir/Lamivudine,Generic,60/30mg,Chewable/dispersible tablet - FDC,60,28622,145685.98,5.09,0.08,"Cipla, Patalganga, India",Yes,4306.83476898982,11462.107118413907,171.47,68 days 00:00:00.000000000
9334,SO-32270,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-05-26,N/A - From RDC,2009-07-30,2009-08-04,2009-08-04,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,253,733.7,2.9,0.05,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,1.44,70 days 00:00:00.000000000
9335,SO-33100,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2009-08-17,N/A - From RDC,2009-11-30,2009-10-30,2009-10-30,ARV,Adult,SCMS from RDC,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Saquinavir,Invirase,200mg,Capsule,270,168,13540.8,80.6,0.3,Roche Basel,Yes,85.0,1139.5,26.54,74 days 00:00:00.000000000
9336,SO-33010,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-08-06,N/A - From RDC,2009-10-08,2009-10-08,2009-10-08,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,280,2800.0,10.0,0.33,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,5.49,63 days 00:00:00.000000000
9337,SO-33180,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-08-06,N/A - From RDC,2009-10-08,2009-10-08,2009-10-08,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,200,1370.0,6.85,0.23,"Aurobindo Unit III, India",Yes,18.0,1140.08,2.69,63 days 00:00:00.000000000
9338,SO-32980,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-07-29,N/A - From RDC,2009-10-15,2009-10-20,2009-10-20,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,600,7050.0,11.75,0.39,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,13.82,83 days 00:00:00.000000000
9339,SO-33740,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-22,N/A - From RDC,2009-11-18,2009-10-09,2009-10-09,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,2305,5624.2,2.44,0.04,"Aurobindo Unit III, India",Yes,126.0,1350.33,11.02,17 days 00:00:00.000000000
9340,SO-33210,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-07-24,N/A - From RDC,2009-10-30,2009-10-20,2009-10-20,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,819,1556.1,1.9,0.01,"Aurobindo Unit III, India",Yes,284.0,1668.76,3.05,88 days 00:00:00.000000000
9341,SO-33860,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-09-17,N/A - From RDC,2009-12-03,2009-11-30,2009-11-30,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,16577,145214.52,8.76,0.15,Mylan (formerly Matrix) Nashik,No,4306.83476898982,11462.107118413907,284.62,74 days 00:00:00.000000000
9342,SO-34240,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-23,N/A - From RDC,2009-11-30,2009-11-30,2009-11-30,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,100,140.0,1.4,0.01,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.3,68 days 00:00:00.000000000
9343,SO-34240,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-23,N/A - From RDC,2009-11-30,2009-11-30,2009-11-30,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,735,8908.2,12.12,0.13,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,19.21,68 days 00:00:00.000000000
9344,SO-34190,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-23,N/A - From RDC,2009-12-02,2009-11-30,2009-11-30,ARV,Pediatric,SCMS from RDC,"Zidovudine 100mg, capsules, 100 Caps",Zidovudine,Generic,100mg,Capsule,100,588,2940.0,5.0,0.05,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,6.34,68 days 00:00:00.000000000
9345,SO-34501,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-07-24,N/A - From RDC,2009-12-01,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,8430,63477.9,7.53,0.13,"Aurobindo Unit III, India",Yes,546.0,1211.48,124.42,131 days 00:00:00.000000000
9346,SO-34010,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-08-17,N/A - From RDC,2009-11-30,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,3360,29433.6,8.76,0.15,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,57.69,107 days 00:00:00.000000000
9347,SO-34010,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-08-17,N/A - From RDC,2009-11-30,2009-12-02,2009-12-02,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,2000,5800.0,2.9,0.05,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,11.37,107 days 00:00:00.000000000
9348,SO-27200,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,2009-03-17,N/A - From RDC,2009-12-18,2009-12-07,2009-12-07,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,4000,23120.0,5.78,0.19,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,45.32,265 days 00:00:00.000000000
9349,SO-34800,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,2009-08-05,N/A - From RDC,2010-01-15,2009-11-26,2009-11-26,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,6714,38806.92,5.78,0.19,"Aurobindo Unit III, India",Yes,574.0,5837.94,76.06,113 days 00:00:00.000000000
9350,SO-34420,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-10-15,N/A - From RDC,2009-12-14,2009-12-11,2009-12-11,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9024,60099.84,6.66,0.11,"Cipla, Goa, India",Yes,976.0,12369.8,117.8,57 days 00:00:00.000000000
9351,SO-34630,Uganda,PMO - US,From RDC,N/A - From RDC,Air,2009-09-25,N/A - From RDC,2010-01-15,2010-01-22,2010-01-22,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5500,61710.0,11.22,0.19,Mylan (formerly Matrix) Nashik,Yes,708.0,2524.0,120.95,119 days 00:00:00.000000000
9352,SO-34390,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,2009-10-15,N/A - From RDC,2009-12-17,2009-12-14,2009-12-14,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,9024,60099.84,6.66,0.11,"Strides, Bangalore, India.",Yes,680.0,2698.22,117.8,60 days 00:00:00.000000000
9353,SO-34170,Mozambique,PMO - US,From RDC,N/A - From RDC,Air,2009-02-26,N/A - From RDC,2010-01-19,2010-01-26,2010-01-26,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,6552,50515.92,7.71,0.13,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,99.01,334 days 00:00:00.000000000
9354,SO-35180,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2009-09-23,N/A - From RDC,2009-12-22,2009-12-16,2009-12-16,ARV,Pediatric,SCMS from RDC,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,Oral solution,240,4077,7746.3,1.9,0.01,"Aurobindo Unit III, India",Yes,1404.0,8329.13,16.7,84 days 00:00:00.000000000
9355,SO-34720,Haiti,PMO - US,From RDC,N/A - From RDC,Air Charter,2009-10-23,N/A - From RDC,2009-12-25,2009-12-17,2009-12-17,ARV,Pediatric,SCMS from RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",Stavudine,Generic,1mg/ml,Oral solution,200,250,350.0,1.4,0.01,"Aurobindo Unit III, India",No,4306.83476898982,11462.107118413907,0.75,55 days 00:00:00.000000000
