Brand,Client.Delivery.Date,Country,Dosage,Dosage.Form,Fulfill.Via,INCO,Manufacture.Site,Molecule.Type,PO.Vendor.Date.Group,PO/SO#,PQ#,PQ.Client.Date.Group,Product.Group,Rec.Delivery.Data,Sch.Delivery.Date,Shipment.Mode,Sub.Classification,Vendor.Name,Freight.Cost,Item.Throuhput,Line.Item.Insurance,Line.Item.Qty,Line.Item.Value,Pack.Price,Unit.Measure.Per.Pack,Unit.Price,Weight.KG
Generic,9/24/2012,Uganda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-41595,FPQ-9355,2012,ARV,9/24/2012,9/24/2012,Truck,Adult,SCMS,1618.01,21.983333333,14.79,1319,10552,8,60,0.13,108
Generic,10/5/2012,Côte d'Ivoire,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41204,FPQ-8790,2011,ARV,10/5/2012,10/31/2012,Air,Adult,SCMS,1113,59.366666667,12.04,1781,8584.42,4.82,30,0.16,99
Generic,10/5/2012,Côte d'Ivoire,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41362,FPQ-9063,2011,ARV,10/5/2012,10/15/2012,Truck,Adult,SCMS,8158.93,336,203.22,10080,144950.4,14.38,30,0.48,1143
Generic,11/6/2012,Tanzania,30/50/6mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-41550,FPQ-9303,2012,ARV,11/6/2012,11/30/2012,Truck,Pediatric,SCMS,8977,293.333333333,56.75,17600,40480,2.3,60,0.04,3526
Generic,11/14/2012,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-42840,FPQ-10210,2012,ARV,11/14/2012,11/30/2012,Truck,Adult,SCMS,6323.1,2499.95,2063,149997,1471470.57,9.81,60,0.16,17605
Generic,11/14/2012,Mozambique,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Zidovudine,N/A - From RDC,SO-42821,FPQ-10210,2012,ARV,11/14/2012,11/30/2012,Truck,Adult,SCMS,6323.1,412.2,267.69,24732,190931.04,7.72,60,0.13,2143
Generic,11/5/2012,Zambia,600/200/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-41994,FPQ-9773,2012,ARV,11/5/2012,11/15/2012,Truck,Adult,SCMS,10809.09,4433.333333333,2681.38,133000,1912540,14.38,30,0.48,15075
Generic,1/16/2013,Rwanda,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Stavudine,N/A - From RDC,SO-42700,FPQ-10119,2012,ARV,1/16/2013,1/16/2013,Air,Adult,SCMS,2928.4,91.133333333,22.62,5468,16130.6,2.95,60,0.05,437
Generic,1/16/2013,Rwanda,150/30mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Stavudine,N/A - From RDC,SO-42420,FPQ-9969,2012,ARV,1/16/2013,1/16/2013,Air,Adult,SCMS,6152,219.2,54.4,13152,38798.4,2.95,60,0.05,1045
Generic,11/7/2012,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-43430,FPQ-9968,2012,ARV,11/7/2012,11/7/2012,Air,Adult,SCMS,15459.09,1933.333333333,1564.52,116000,1115920,9.62,60,0.16,17521
Generic,11/6/2012,Nigeria,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-43431,FPQ-9968,2012,ARV,11/6/2012,11/15/2012,Air,Adult,SCMS,15459.09,1880.133333333,1049.37,56404,748481.08,13.27,30,0.44,6886
Generic,2/5/2013,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-42901,FPQ-10357,2012,ARV,2/5/2013,2/5/2013,Truck,Adult,SCMS,673.25,1.6,0.36,48,257.28,5.36,30,0.18,5
Generic,1/11/2013,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-42870,FPQ-10211,2012,ARV,1/11/2013,1/31/2013,Truck,Adult,SCMS,7433.01,1121.183333333,907.3,67271,647147.02,9.62,60,0.16,7899
Generic,1/24/2013,Zimbabwe,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-44010,FPQ-11422,2013,ARV,1/24/2013,2/15/2013,Air,Adult,SCMS,2392,13.108333333,48.18,1573,38947.48,24.76,120,0.21,388
Generic,2/25/2013,Uganda,30/60mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-43930,FPQ-11143,2012,ARV,2/25/2013,2/22/2013,Air,Pediatric,SCMS,3255.61,41.866666667,7.02,2512,5677.12,2.26,60,0.04,177
Generic,2/19/2013,Zambia,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-43440,FPQ-10728,2012,ARV,2/19/2013,2/19/2013,Truck,Pediatric,SCMS,6923.53,15.2,61.78,3648,44067.84,12.08,240,0.05,974
Generic,3/4/2013,Uganda,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-43520,FPQ-10786,2012,ARV,3/4/2013,3/4/2013,Air,Adult,SCMS,17032.59,70.783333333,260.16,8494,210311.44,24.76,120,0.21,2089
Generic,3/14/2013,Zimbabwe,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-43211,FPQ-10632,2012,ARV,3/14/2013,4/15/2013,Truck,Adult,SCMS,9405.81,4410.666666667,871.91,132320,621904,4.7,30,0.16,12328
Generic,5/10/2013,Côte d'Ivoire,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-44170,FPQ-11253,2012,ARV,5/10/2013,4/30/2013,Truck,Pediatric,SCMS,5405.25,12.5,7.79,3000,6300,2.1,240,0.01,1159
Generic,4/19/2013,Mozambique,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-42862,FPQ-10211,2012,ARV,4/19/2013,4/19/2013,Truck,Adult,SCMS,4120.69,733.333333333,373.52,22000,266420,12.11,30,0.4,2503
Generic,4/30/2013,Côte d'Ivoire,60/30mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Abacavir/Lamivudine,N/A - From RDC,SO-44160,FPQ-11253,2012,ARV,4/30/2013,6/28/2013,Truck,Pediatric,SCMS,1799.58,43.333333333,14.79,2600,11960,4.6,60,0.08,122
Generic,5/3/2013,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-43847,FPQ-11022,2012,ARV,5/3/2013,5/21/2013,Air Charter,Adult,SCMS,14547.55,604.633333333,385.04,36278,311265.24,8.58,60,0.14,4943
Generic,5/22/2013,Uganda,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-43621,FPQ-10945,2012,ARV,5/22/2013,5/9/2013,Air,Adult,SCMS,13817.65,2046.466666667,798.93,61394,645864.88,10.52,30,0.35,8115
Generic,5/23/2013,Nigeria,60/100/12mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-43841,FPQ-11022,2012,ARV,5/23/2013,5/21/2013,Air,Pediatric,SCMS,1941.82,33.783333333,10.78,2027,8716.1,4.3,60,0.07,218
Generic,5/30/2013,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-43881,FPQ-11133,2012,ARV,5/30/2013,5/31/2013,Truck,Adult,SCMS,1034.64,46,8.02,1380,6486,4.7,30,0.16,142
Generic,5/3/2013,Nigeria,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-43848,FPQ-11022,2012,ARV,5/3/2013,5/21/2013,Air Charter,Adult,SCMS,14547.55,1583.333333333,265.58,95000,214700,2.26,60,0.04,6528
Generic,5/29/2013,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Cipla,Nevirapine,N/A - From RDC,SO-44475,FPQ-11553,2013,ARV,5/29/2013,6/25/2013,Truck,Adult,SCMS,17650.15,1613.333333333,276.6,96800,223608,2.31,60,0.04,11808
Generic,5/23/2013,Tanzania,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-43140,FPQ-10551,2012,ARV,5/23/2013,6/28/2013,Truck,Pediatric,SCMS,7185.6,104.070833333,68.28,24977,48705.15,1.95,240,0.01,9174
Generic,7/26/2013,Mozambique,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-43810,FPQ-11033,2012,ARV,7/26/2013,7/31/2013,Truck,Adult,SCMS,5496.08,88.666666667,42.18,5320,34101.2,6.41,60,0.11,273
Generic,8/6/2013,Côte d'Ivoire,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-44230,FPQ-11253,2012,ARV,8/6/2013,7/31/2013,Truck,Adult,SCMS,17548.41,133.333333333,415.63,16000,336000,21,120,0.18,3893
Generic,7/23/2013,Côte d'Ivoire,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-45651,FPQ-12144,2013,ARV,7/23/2013,10/31/2013,Truck,Adult,SCMS,1478.34,59.633333333,29.92,1789,24187.28,13.52,30,0.45,162
Generic,10/9/2013,Mozambique,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-43773,FPQ-11033,2012,ARV,10/18/2013,10/9/2013,Truck,Adult,SCMS,10825.06,4177.333333333,1630.82,125320,1318366.4,10.52,30,0.35,16498
Generic,9/27/2013,Mozambique,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-44850,FPQ-11884,2013,ARV,9/27/2013,9/27/2013,Truck,Pediatric,SCMS,4044.33,54.583333333,34.03,13100,27510,2.1,240,0.01,5291
Generic,9/27/2013,Uganda,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-45450,FPQ-12253,2013,ARV,9/27/2013,9/27/2013,Air,Adult,SCMS,20719.01,798.75,133.98,47925,108310.5,2.26,60,0.04,2933
Generic,9/13/2013,Côte d'Ivoire,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-45610,FPQ-12144,2013,ARV,9/13/2013,1/8/2014,Truck,Adult,SCMS,3738.52,406,70.81,12180,57246,4.7,30,0.16,1208
Aluvia,10/8/2013,Tanzania,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-45000,FPQ-12015,2013,ARV,10/23/2013,10/31/2013,Truck,Adult,SCMS,6052.1,143.058333333,429.38,17167,347116.74,20.22,120,0.17,3547
Generic,9/12/2013,Nigeria,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-44759,FPQ-11771,2013,ARV,9/12/2013,9/20/2013,Air Charter,Adult,SCMS,34218.36,9.466666667,4.75,284,3839.68,13.52,30,0.45,48
Generic,9/12/2013,Nigeria,600mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Efavirenz,N/A - From RDC,SO-44921,FPQ-11864,2013,ARV,9/12/2013,9/20/2013,Air Charter,Adult,SCMS,34218.36,297.233333333,36.73,8917,29693.61,3.33,30,0.11,857
Generic,9/12/2013,Nigeria,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-44925,FPQ-11864,2013,ARV,9/12/2013,9/20/2013,Air Charter,Pediatric,SCMS,5703.06,767.5,221.59,46050,179134.5,3.89,60,0.06,2847
Generic,10/24/2013,Rwanda,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-46470,FPQ-12766,2013,ARV,11/19/2013,10/31/2013,Air,Adult,SCMS,2593.56,110.533333333,55.46,3316,44832.32,13.52,30,0.45,292
Generic,11/8/2013,Uganda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-45542,FPQ-12253,2013,ARV,11/27/2013,10/21/2013,Truck,Adult,SCMS,5591.3,723.633333333,126.21,21709,102032.3,4.7,30,0.16,1713
Generic,10/22/2013,Zimbabwe,200mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-45121,FPQ-12086,2013,ARV,11/15/2013,11/30/2013,Truck,Pediatric,SCMS,1004.86,11.111111111,11.5,1000,9300,9.3,90,0.1,68
Aluvia,10/14/2013,Nigeria,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-44753,FPQ-11771,2013,ARV,10/24/2013,10/31/2013,Air Charter,Adult,SCMS,20225.08,468.833333333,1407.18,56260,1137577.2,20.22,120,0.17,12427
Generic,11/25/2013,Zimbabwe,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-45340,FPQ-12260,2013,ARV,12/9/2013,11/30/2013,Truck,Adult,SCMS,10942.89,1256.533333333,519.92,37696,420310.4,11.15,30,0.37,5093
Generic,11/28/2013,Uganda,600mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-45560,FPQ-12253,2013,ARV,12/23/2013,12/31/2013,Truck,Adult,SCMS,6976.78,2228.8,275.43,66864,222657.12,3.33,30,0.11,4067
Generic,2/17/2014,Burundi,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Lamivudine,N/A - From RDC,SO-45181,FPQ-12065,2013,ARV,2/24/2014,12/31/2013,Air,Pediatric,SCMS,1530.81,2.2875,0.98,549,796.05,1.45,240,0.01,201
Generic,1/15/2014,Mozambique,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-46171,FPQ-12573,2013,ARV,1/31/2014,1/15/2014,Truck,Adult,SCMS,5419.22,85.833333333,14.97,2575,12102.5,4.7,30,0.16,272
Generic,12/10/2013,Côte d'Ivoire,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-45600,FPQ-12144,2013,ARV,1/8/2014,12/3/2013,Truck,Pediatric,SCMS,4747.87,8.333333333,4.82,2000,3900,1.95,240,0.01,736
Generic,11/26/2013,Nigeria,30/60mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-47220,FPQ-12801,2013,ARV,12/5/2013,1/31/2014,Air Charter,Pediatric,SCMS,26340,106.633333333,17.89,6398,14459.48,2.26,60,0.04,394
Aluvia,12/11/2013,Rwanda,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-46481,FPQ-12766,2013,ARV,1/9/2014,12/17/2013,Truck,Adult,SCMS,33986.07,93.275,279.96,11193,226322.46,20.22,120,0.17,2518
Generic,1/13/2014,Zimbabwe,20mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-45122,FPQ-12086,2013,ARV,1/29/2014,1/31/2014,Truck,Pediatric,SCMS,7300,1.004166667,2.54,241,2050.91,8.51,240,0.04,64
Generic,3/7/2014,Tanzania,30/50/6mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Stavudine,N/A - From RDC,SO-45997,FPQ-12587,2013,ARV,3/12/2014,1/31/2014,Truck,Pediatric,SCMS,4847.8,155.2,26.49,9312,21417.6,2.3,60,0.04,1221
Generic,1/30/2014,Uganda,10mg/ml,Oral suspension,From RDC,N/A - From RDC,Aurobindo,Nevirapine,N/A - From RDC,SO-46180,FPQ-12776,2013,ARV,2/3/2014,1/31/2014,Truck,Pediatric,SCMS,5458.45,452.85,72.82,45285,58870.5,1.3,100,0.01,8998
Generic,2/11/2014,Zimbabwe,60/30mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Abacavir/Lamivudine,N/A - From RDC,SO-47230,FPQ-13294,2013,ARV,2/24/2014,1/30/2014,Air,Pediatric,SCMS,2021.95,34.8,8.59,2088,8352,4,60,0.07,102
Generic,2/13/2014,Côte d'Ivoire,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-46421,FPQ-12800,2013,ARV,3/4/2014,1/31/2014,Air,Pediatric,SCMS,10943.15,23.75,14.81,5700,11970,2.1,240,0.01,2845
Generic,2/25/2014,Rwanda,200/50mg,Tablet,From RDC,N/A - From RDC,Mylan,Lopinavir/Ritonavir,N/A - From RDC,SO-46484,FPQ-12766,2013,ARV,3/13/2014,1/31/2014,Truck,Adult,SCMS,8456.96,43.725,132.93,5247,107458.56,20.48,120,0.17,1382
Generic,2/18/2014,Côte d'Ivoire,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-46341,FPQ-12800,2013,ARV,3/4/2014,2/28/2014,Air,Adult,SCMS,4063.81,247.533333333,43.17,7426,34902.2,4.7,30,0.16,753
Generic,3/1/2014,Côte d'Ivoire,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-45650,FPQ-12144,2013,ARV,4/3/2014,2/28/2014,Truck,Adult,SCMS,1335.15,20.366666667,10.22,611,8260.72,13.52,30,0.45,55
Generic,2/18/2014,Côte d'Ivoire,10mg/ml,Oral solution,From RDC,N/A - From RDC,Aurobindo,Zidovudine,N/A - From RDC,SO-47560,FPQ-13509,2013,ARV,4/3/2014,2/27/2014,Truck,Pediatric,SCMS,5520.83,12.1125,6.28,2907,6104.7,2.1,240,0.01,1122
Generic,4/2/2014,Rwanda,150/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Zidovudine,N/A - From RDC,SO-47830,FPQ-13647,2014,ARV,4/14/2014,3/25/2014,Air,Adult,SCMS,12995.06,300,124.53,18000,121140,6.73,60,0.11,1643
Generic,4/17/2014,Nigeria,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-46550,FPQ-12801,2013,ARV,5/2/2014,4/15/2014,Air Charter,Adult,SCMS,29674.92,13398.7,5230.81,401961,4228629.72,10.52,30,0.35,59322
Generic,4/18/2014,Uganda,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-46872,FPQ-13108,2013,ARV,4/28/2014,3/21/2014,Truck,Adult,SCMS,4947.38,568.966666667,289.88,34138,281979.88,8.26,60,0.14,4009
Generic,5/19/2014,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Mylan,Abacavir,N/A - From RDC,SO-45920,FPQ-12497,2013,ARV,6/4/2014,5/19/2014,Air,Adult,SCMS,1876.35,186.816666667,179.7,11209,145268.64,12.96,60,0.22,1143
Generic,4/17/2014,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-45660,FPQ-12248,2013,ARV,5/2/2014,4/15/2014,Air Charter,Adult,SCMS,29674.92,0.25,0.15,15,123.9,8.26,60,0.14,5416
Generic,6/4/2014,Rwanda,30/60mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-47970,FPQ-13728,2014,ARV,7/10/2014,6/4/2014,Air,Pediatric,SCMS,1284.7,6.216666667,0.77,373,746,2,60,0.03,14
Generic,5/26/2014,Mozambique,300mg,Tablet,From RDC,N/A - From RDC,Hetero,Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-47052,FPQ-13124,2013,ARV,6/11/2014,6/30/2014,Truck,Adult,SCMS,4100,18.666666667,2.18,560,2116.8,3.78,30,0.13,40
Generic,5/23/2014,Zimbabwe,200mg,Tablet,From RDC,N/A - From RDC,Strides,Efavirenz,N/A - From RDC,SO-46950,FPQ-13109,2013,ARV,5/27/2014,5/5/2014,Truck,Pediatric,SCMS,1551,9.1,7.83,819,7616.7,9.3,90,0.1,58
Generic,7/18/2014,Mozambique,150mg,Tablet,From RDC,N/A - From RDC,Micro,Lamivudine,N/A - From RDC,SO-47600,FPQ-13166,2013,ARV,8/7/2014,7/8/2014,Truck,Adult,SCMS,30.49,10.8,1.16,648,1127.52,1.74,60,0.03,39
Generic,6/6/2014,Rwanda,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-46500,FPQ-12766,2013,ARV,6/20/2014,5/5/2014,Truck,Adult,SCMS,5445.73,3253.966666667,560.3,97619,452952.16,4.64,30,0.15,9905
Generic,7/25/2014,Mozambique,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-47461,FPQ-13394,2013,ARV,9/5/2014,7/16/2014,Truck,Adult,SCMS,4486.01,785.133333333,392.74,47108,382045.88,8.11,60,0.14,7041
Generic,8/2/2014,Tanzania,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-47662,FPQ-13566,2014,ARV,8/4/2014,7/29/2014,Truck,Pediatric,SCMS,5137.06,246.483333333,57.01,14789,55458.75,3.75,60,0.06,825
Generic,5/30/2014,Zimbabwe,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Hetero,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-47360,FPQ-13348,2013,ARV,6/23/2014,7/31/2014,Truck,Adult,SCMS,33707.41,4430.866666667,1523.62,132926,1482124.9,11.15,30,0.37,17791
Generic,5/9/2014,Nigeria,150/300/200mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-47271,FPQ-13293,2013,ARV,5/23/2014,6/3/2014,Air Charter,Adult,SCMS,45180.62,4578.583333333,2290.32,274715,2227938.65,8.11,60,0.14,66966
Aluvia,7/18/2014,Mozambique,200/50mg,Tablet,From RDC,N/A - From RDC,ABBVIE,Lopinavir/Ritonavir,N/A - From RDC,SO-47070,FPQ-13124,2013,ARV,8/7/2014,7/31/2014,Truck,Adult,SCMS,2259.81,158,368.38,18960,358344,18.9,120,0.16,4227
Generic,6/16/2014,Côte d'Ivoire,200/50mg,Tablet,From RDC,N/A - From RDC,Mylan,Lopinavir/Ritonavir,N/A - From RDC,SO-47154,FPQ-13142,2013,ARV,7/10/2014,6/30/2014,Truck,Adult,SCMS,14985.96,111.908333333,272.1,13429,264685.59,19.71,120,0.16,3522
Generic,7/4/2014,Zambia,300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Aurobindo,Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-48020,FPQ-13679,2014,ARV,9/8/2014,6/30/2014,Truck,Adult,SCMS,5236.92,981.333333333,142.24,29440,138368,4.7,30,0.16,2438
Generic,6/17/2014,Zambia,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-45090,FPQ-12066,2013,ARV,7/9/2014,6/30/2014,Truck,Adult,SCMS,10982.2,1286.45,208.15,77187,168267.66,2.18,60,0.04,4800
Generic,10/2/2014,Zambia,300mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Abacavir,N/A - From RDC,SO-48012,FPQ-13679,2014,ARV,10/22/2014,9/18/2014,Truck,Adult,SCMS,42.35,5.383333333,3.73,323,3627.29,11.23,60,0.19,35
Generic,10/17/2014,South Sudan,600/300/300mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,N/A - From RDC,SO-49370,FPQ-14574,2014,ARV,11/13/2014,10/2/2014,Air,Adult,SCMS,14522.43,258.8,86.04,7764,83695.92,10.78,30,0.36,1347
Generic,7/9/2014,Côte d'Ivoire,60/30mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Abacavir/Lamivudine,N/A - From RDC,SO-47120,FPQ-13142,2013,ARV,8/7/2014,6/30/2014,Truck,Pediatric,SCMS,2436.32,166.666666667,42.05,10000,40900,4.09,60,0.07,365
Generic,7/9/2014,Côte d'Ivoire,600/300mg,Tablet - FDC,From RDC,N/A - From RDC,Cipla,Abacavir/Lamivudine,N/A - From RDC,SO-47350,FPQ-13295,2013,ARV,8/7/2014,6/30/2014,Truck,Adult,SCMS,814.06,86.666666667,36.14,2600,35152,13.52,30,0.45,235
Generic,7/17/2014,Rwanda,30/60mg,Tablet - FDC,From RDC,N/A - From RDC,Mylan,Lamivudine/Zidovudine,N/A - From RDC,SO-47980,FPQ-13728,2014,ARV,10/28/2014,7/17/2014,Air,Pediatric,SCMS,919.81,6.033333333,0.74,362,720.38,1.99,60,0.03,16
Generic,7/25/2014,Burundi,200mg,Tablet,From RDC,N/A - From RDC,Hetero,Nevirapine,N/A - From RDC,SO-48591,FPQ-14112,2014,ARV,8/1/2014,8/31/2014,Air,Adult,SCMS,638.65,8.75,1.19,525,1160.25,2.21,60,0.04,35
Generic,10/30/2014,Mozambique,200/50mg,Tablet,From RDC,N/A - From RDC,Aurobindo,Lopinavir/Ritonavir,N/A - From RDC,SO-48870,FPQ-14226,2014,ARV,11/13/2014,12/30/2014,Truck,Adult,SCMS,5192.68,120.666666667,293.39,14480,285400.8,19.71,120,0.16,7039
Generic,10/17/2014,Tanzania,30/50/60mg,Chewable/dispersible tablet - FDC,From RDC,N/A - From RDC,Strides,Lamivudine/Nevirapine/Zidovudine,N/A - From RDC,SO-49640,FPQ-14041,2014,ARV,11/7/2014,11/11/2014,Truck,Pediatric,SCMS,2151.27,916.266666667,211.93,54976,206160,3.75,60,0.06,2356
